120,上海市,(上海市工商外国语学校),教育网,211.80.8.0,211.80.9.255
121,上海市,(上海市建设职工大学),教育网,211.80.16.0,211.80.23.255
122,上海市,(上海豫园商城职业技能培训中心),教育网,211.80.24.0,211.80.27.255
123,上海市,(上海松江大学园区),教育网,211.80.96.0,211.80.111.255
124,上海市,(上海建桥学院),教育网,211.80.112.0,211.80.127.255
125,上海市,(交通大学),教育网,211.80.32.0,211.80.47.255
126,陕西省,汉中市,电信,113.135.0.0,113.135.31.255
127,贵州省,贵阳市,移动,218.201.251.0,218.201.255.255
128,上海市,(电信路由器),电信,202.101.63.0,202.101.63.255
129,上海市,上海市,,211.144.192.0,211.144.223.255
130,湖北省,武汉市,鹏博士,220.113.64.0,220.113.127.255
131,云南省,,联通,61.243.48.0,61.243.63.255
132,上海市,上海市,,211.95.0.0,211.95.127.255
133,上海市,(国通数据中心),电信通,211.148.0.0,211.148.63.255
134,海南省,海口市,铁通,59.107.32.0,59.107.47.255
135,上海市,上海市,有线通,211.144.64.0,211.144.67.255
136,上海市,上海市,,211.156.172.0,211.156.175.255
137,广东省,广州市,中企通信,210.5.11.0,210.5.31.255
138,上海市,上海市,联通,61.240.192.0,61.240.223.255
139,江苏省,南京市(晓庄师范学校),教育网,210.28.95.0,210.28.95.255
140,上海市,(恒联网业漕河泾双线IDC机房),恒联网业,203.94.0.0,203.94.31.255
141,上海市,(华东理工大学),教育网,219.220.208.0,219.220.223.255
142,上海市,上海市,腾讯网络,211.152.128.0,211.152.159.255
143,上海市,上海市,,211.167.128.0,211.167.129.255
144,上海市,上海市,鹏博士,220.112.64.0,220.112.127.255
145,上海市,上海市,,211.167.96.0,211.167.127.255
146,上海市,上海市,联通,220.192.8.0,220.192.15.255
147,江西省,南昌市,,202.109.128.0,202.109.191.255
148,上海市,上海市,电信,202.96.192.0,202.96.255.255
149,上海市,上海市,中电飞华,211.160.160.0,211.160.167.255
150,上海市,(电信智慧广场机房),电信IDC,202.109.110.0,202.109.114.255
151,上海市,(上海工商外国语学院),教育网,219.220.176.0,219.220.191.255
152,上海市,上海市,联通,210.51.240.240,210.51.240.247
153,上海市,上海市,,219.235.8.0,219.235.15.255
154,上海市,徐汇区,广电网,211.146.192.0,211.146.193.255
155,上海市,上海市,广电网,211.146.206.0,211.146.206.255
156,上海市,(上海财经大学),教育网,219.220.128.0,219.220.159.255
157,上海市,上海市,联通,210.15.7.0,210.15.7.255
158,上海市,上海市,,211.157.16.0,211.157.18.255
159,上海市,上海市,联通,210.15.38.0,210.15.38.255
160,上海市,虹口区,广电网,211.146.207.0,211.146.207.255
161,上海市,松江区,广电网,211.146.204.128,211.146.204.255
162,上海市,普陀区,广电网,211.146.205.0,211.146.205.63
163,上海市,保山区,广电网,211.146.205.64,211.146.205.127
164,上海市,长宁区,广电网,211.146.205.128,211.146.205.191
165,上海市,南汇区,广电网,211.146.205.192,211.146.205.255
166,上海市,金山区,广电网,211.146.204.0,211.146.204.127
167,上海市,崇明县,广电网,211.146.203.0,211.146.203.255
168,上海市,青浦区,广电网,211.146.202.0,211.146.202.255
169,上海市,卢湾区,广电网,211.146.201.0,211.146.201.255
170,上海市,杨浦区,广电网,211.146.200.0,211.146.200.255
171,上海市,闸北区,广电网,211.146.198.0,211.146.199.255
172,上海市,浦东新区,广电网,211.146.196.0,211.146.197.255
173,上海市,黄浦区,广电网,211.146.194.0,211.146.195.255
174,上海市,(上海交通职业技术学院),教育网,202.121.16.0,202.121.19.255
175,上海市,徐汇区(新侨职业技术学院),教育网,202.121.24.0,202.121.27.255
176,甘肃省,兰州市,移动,218.203.160.0,218.203.223.255
177,上海市,上海市,电信,61.129.0.0,61.129.31.255
178,上海市,上海市,铁通,211.98.54.0,211.98.55.255
179,上海市,上海市,联通,220.248.0.0,220.248.127.255
180,浙江省,宁波市,电信,60.178.0.0,60.178.11.255
181,上海市,嘉定区,电信,61.172.208.0,61.172.223.255
182,上海市,青浦区,电信,61.172.224.0,61.172.239.255
183,北京市,北京市,联通,61.48.0.0,61.48.255.255
184,河北省,衡水市,铁通,61.232.28.0,61.232.35.255
185,北京市,北京市,电信,61.128.91.0,61.128.91.255
186,甘肃省,兰州市,铁通,61.232.236.0,61.232.243.255
187,宁夏,银川市,铁通,61.232.244.0,61.232.247.255
188,北京市,北京市,铁通,61.233.0.0,61.233.31.255
189,北京市,北京市,中国科技网,210.77.2.0,210.77.9.255
190,黑龙江省,齐齐哈尔市,铁通,61.236.80.0,61.236.111.255
191,北京市,北京市,铁通,61.232.0.0,61.232.15.255
192,北京市,北京市,联通,218.105.0.0,218.105.15.255
193,北京市,(中国科学院),中科网,159.226.0.0,159.226.38.255
194,北京市,(中国科学院软件研究所),中科网,159.226.4.0,159.226.6.255
195,北京市,(中科院计算技术研究所),中科网,159.226.39.0,159.226.44.255
196,北京市,(北京大学),教育网,162.105.0.0,162.105.255.255
197,内蒙古,乌兰察布市,联通,61.240.190.0,61.240.190.255
198,山东省,日照市,移动,218.201.156.64,218.201.156.191
199,吉林省,通化市,联通,220.201.172.0,220.201.172.255
200,湖南省,岳阳市,铁通,61.236.77.0,61.236.77.255
201,广西,贵港市,联通,221.7.180.0,221.7.183.255
202,湖南省,永州市,移动,211.143.25.0,211.143.29.255
203,山东省,德州市,电信,219.146.160.0,219.146.167.255
204,河南省,信阳市,联通,221.15.0.0,221.15.34.255
205,福建省,三明市,铁通,121.41.108.0,121.41.127.255
206,广西,北海市,移动,218.204.48.0,218.204.54.255
207,安徽省,阜阳市,移动,211.141.191.0,211.141.199.255
208,河南省,周口市,电信,219.150.184.0,219.150.187.255
209,黑龙江省,牡丹江市,联通,61.180.145.0,61.180.145.255
210,江苏省,南京市,移动,211.103.0.0,211.103.1.255
211,河南省,三门峡市,电信,219.150.140.0,219.150.140.255
212,浙江省,温州市,铁通,222.46.64.0,222.46.79.255
213,湖南省,怀化市,电信,220.169.96.0,220.169.127.255
214,吉林省,白山市,联通,220.201.184.0,220.201.184.255
215,吉林省,白山市,移动,211.137.208.0,211.137.208.255
216,吉林省,白山市,移动,211.141.79.0,211.141.79.255
217,浙江省,杭州市,电信,218.72.107.0,218.72.127.255
218,上海市,(同普国通机房),电信IDC,61.151.240.0,61.151.255.255
219,吉林省,松原市,电信,222.169.48.0,222.169.79.255
220,河北省,承德市,联通,221.193.128.0,221.193.143.255
221,江苏省,南京市,联通,211.90.198.0,211.90.198.255
222,黑龙江省,佳木斯市,联通,61.180.144.0,61.180.144.255
223,新疆,巴音郭楞州,电信,218.84.228.0,218.84.231.255
224,吉林省,吉林市,联通,220.201.162.0,220.201.162.255
225,天津市,天津市,网宽天地,211.101.160.0,211.101.167.255
226,北京市,北京市,网宽天地,211.101.168.0,211.101.255.255
227,天津市,天津市,联通,210.51.244.224,210.51.244.255
228,上海市,上海市,联通,210.51.244.192,210.51.244.223
229,山西省,晋中市,联通,202.99.198.0,202.99.198.255
230,福建省,龙岩市,铁通,61.234.207.0,61.234.207.64
231,黑龙江省,齐齐哈尔市,铁通,61.236.80.0,61.236.83.255
232,山西省,晋中市,铁通,61.233.136.128,61.233.136.255
233,河南省,许昌市,联通,221.14.143.0,221.14.159.255
234,北京市,北京市,,218.243.48.0,218.243.255.255
235,上海市,上海市,,218.243.32.0,218.243.47.255
236,四川省,成都市,移动,218.200.224.0,218.200.239.255
237,广东省,广州市(华南理工大学),教育网,222.16.0.0,222.16.7.255
238,北京市,(中科院工程热物理研究所),中科网,159.226.48.0,159.226.48.127
239,北京市,(中科院数学与系统科学研究所),中科网,159.226.47.0,159.226.47.255
240,北京市,(中国科学院),中科网,159.226.48.128,159.226.65.255
241,新疆,伊宁市,电信,218.84.224.0,218.84.227.255
242,江苏省,苏州市,移动,211.103.64.0,211.103.68.255
243,辽宁省,葫芦岛市,联通,220.201.134.0,220.201.137.255
244,内蒙古,包头市,联通,220.195.35.0,220.195.35.255
245,广东省,清远市,移动,211.139.244.0,211.139.245.255
246,黑龙江省,佳木斯市,联通,221.210.0.0,221.210.63.255
247,安徽省,滁州市,移动,211.138.180.0,211.138.181.255
248,贵州省,遵义市,电信,202.98.208.0,202.98.223.255
249,黑龙江省,大庆市,联通,218.9.67.0,218.9.68.255
250,山西省,长治市,电信,219.149.139.0,219.149.139.255
251,黑龙江省,绥化市,联通,218.9.30.0,218.9.31.255
252,云南省,曲靖市,联通,221.3.232.0,221.3.239.255
253,甘肃省,平凉市,联通,61.241.167.0,61.241.167.255
254,甘肃省,兰州市,联通,61.241.170.0,61.241.171.255
255,山东省,青岛市,铁通,61.232.45.0,61.232.45.255
256,山西省,长治市,电信,219.149.164.0,219.149.167.255
257,福建省,三明市,电信,218.6.110.0,218.6.115.255
258,河南省,周口市,联通,202.110.97.192,202.110.98.79
259,河南省,郑州市,联通,202.110.96.32,202.110.96.95
260,河南省,信阳市,联通,202.110.96.16,202.110.96.31
261,河南省,郑州市,联通,202.110.96.0,202.110.96.15
262,河南省,许昌市,联通,202.110.98.176,202.110.98.255
263,河南省,平顶山市,联通,202.110.98.80,202.110.98.175
264,四川省,泸州市,联通,221.10.151.0,221.10.158.255
265,四川省,凉山州,联通,221.10.227.0,221.10.230.255
266,福建省,泉州市,电信,220.162.48.0,220.162.51.255
267,广西,柳州市,电信,219.159.208.0,219.159.213.255
268,北京市,北京市,,168.160.0.0,168.160.255.255
269,北京市,(飞华拨号用户),中国学术网,168.160.233.0,168.160.233.255
270,北京市,北京市,联通,210.12.232.0,210.12.233.255
271,新疆,乌鲁木齐市,广电网,210.12.228.0,210.12.228.255
272,北京市,北京市,,211.154.0.0,211.154.31.255
273,北京市,(北京化工大学),教育网,202.4.128.0,202.4.159.255
274,北京市,郑州市,鹏博士,202.4.252.0,202.4.255.255
275,北京市,(华北计算技术研究所),中科网,202.14.235.0,202.14.238.255
276,北京市,(国家原子能学会),中科网,202.38.8.0,202.38.15.255
277,北京市,(中国教育网网络中心),教育网,202.38.96.0,202.38.125.255
278,北京市,(211学科建设镜像点),教育网,202.38.126.0,202.38.126.223
279,北京市,(中科院高能物理所),中科网,202.38.128.0,202.38.129.255
280,北京市,(理论物理学会),中科网,202.38.138.0,202.38.138.255
281,北京市,(中国矿业进出口公司),中科网,202.38.146.0,202.38.147.255
282,北京市,(财富信息公司),电信,202.38.160.0,202.38.161.255
283,福建省,,电信,202.38.168.0,202.38.170.255
284,福建省,,电信,202.40.4.0,202.40.5.255
285,北京市,(北方电信电信部),电信,202.38.174.0,202.38.174.255
286,北京市,(通广北电公司),中科网,202.38.175.0,202.38.175.255
287,北京市,(电子工业部信息中心),中科网,202.38.176.0,202.38.176.255
288,北京市,北京市,,211.159.128.0,211.159.159.255
289,北京市,(航空信息网),联通,210.72.160.0,210.72.223.255
290,北京市,北京市,鹏博士,202.99.0.0,202.99.7.255
291,北京市,北京市,联通,202.99.8.0,202.99.8.255
292,北京市,(瑞得网络公司),联通,202.99.9.0,202.99.10.255
293,北京市,(飞华网络公司),飞华通信,202.99.12.0,202.99.12.63
294,北京市,(铁道部),联通,202.99.25.0,202.99.25.255
295,北京市,北京市,联通,202.99.38.0,202.99.38.255
296,北京市,北京市,联通,202.99.41.0,202.99.41.255
297,北京市,(263在线),电信,202.99.44.0,202.99.44.255
298,湖北省,荆州市,电信,221.233.0.0,221.233.47.255
299,北京市,北京市,鹏博士,203.207.68.0,203.207.71.255
300,江苏省,南京市,电信,202.102.0.0,202.102.127.255
301,上海市,上海市,世纪互联,211.152.32.0,211.152.52.255
302,北京市,北京市,鹏博士,211.154.160.0,211.154.175.255
303,北京市,北京市,联通,218.106.180.0,218.106.191.255
304,北京市,北京市,联通,202.106.187.0,202.106.187.255
305,北京市,北京市,联通,202.106.188.0,202.106.255.255
306,北京市,北京市,联通,202.106.0.0,202.106.119.255
307,辽宁省,沈阳市,联通,218.60.0.0,218.61.255.255
308,北京市,(教育和科研网信息中心),教育网,202.112.56.0,202.112.62.79
309,北京市,(北京工业大学),教育网,202.112.64.0,202.112.79.255
310,北京市,(北京师范大学),教育网,202.112.80.0,202.112.95.255
311,北京市,(北京邮电学院),教育网,202.112.96.0,202.112.111.255
312,北京市,(中国人民大学),教育网,202.112.112.0,202.112.127.255
313,北京市,(北京航空航天大学),教育网,202.112.128.0,202.112.143.255
314,北京市,(北京交通大学),教育网,202.112.144.0,202.112.159.255
315,北京市,(中国农业大学),教育网,202.112.160.0,202.112.175.255
316,北京市,(北京大学医学部),教育网,202.112.176.0,202.112.191.255
317,北京市,(北京语言文化大学),教育网,202.112.192.0,202.112.207.255
318,北京市,(中国矿业大学北京研究生部),教育网,202.112.208.0,202.112.215.255
319,北京市,(燕京研究院),教育网,202.112.216.0,202.112.223.255
320,北京市,(中国电子系统工程公司),教育网,202.112.232.0,202.112.233.255
321,北京市,(中国化学信息中心),教育网,202.112.234.0,202.112.235.255
322,北京市,(国家环保局),教育网,202.112.236.0,202.112.236.255
323,北京市,(国家水利部),教育网,202.112.237.0,202.112.237.255
324,北京市,(国家经贸部),教育网,202.112.238.0,202.112.238.255
325,北京市,(环境开发研究所),教育网,202.112.239.0,202.112.239.255
326,北京市,(北京邮电大学),教育网,202.112.240.0,202.112.255.255
327,北京市,(中科院高能物理所),中科网,202.122.32.0,202.122.39.255
328,北京市,(中科院高能物理所),中科网,202.122.128.0,202.122.128.255
329,北京市,北京市,,202.127.40.0,202.127.47.255
330,北京市,北京市,鹏博士,202.130.0.0,202.130.31.255
331,海南省,海口市(全省各市共用出口),电信,112.66.0.0,112.67.255.255
332,上海市,(联通上海漕河泾或乐凯或Dyxnet机房或专线),联通,112.64.0.0,112.65.255.255
333,北京市,(中国邮电电信总局),联通,202.130.247.0,202.130.247.255
334,北京市,(北京协和医学院基础医学院),教育网,202.204.20.0,202.204.21.255
335,北京市,(北邮函授学院),教育网,202.204.0.0,202.204.15.255
336,北京市,(中国工运学院),教育网,202.204.16.0,202.204.19.255
337,北京市,(北方工业大学),教育网,202.204.24.0,202.204.27.255
338,北京市,(北京医学高等专科学校),教育网,202.204.28.0,202.204.31.255
339,北京市,(北京中医药大学),教育网,202.204.32.0,202.204.47.255
340,北京市,(北京科技大学),教育网,202.204.48.0,202.204.63.255
341,北京市,昌平区(华北电力大学),教育网,202.204.64.0,202.204.79.255
342,北京市,(北京理工大学),教育网,202.204.80.0,202.204.96.255
343,北京市,(中国地质大学),教育网,202.204.97.0,202.204.111.255
344,北京市,(北京林业大学),教育网,202.204.112.0,202.204.127.255
345,北京市,(北京外国语大学),教育网,202.204.128.0,202.204.143.255
346,北京市,(首都经贸大学),教育网,202.204.144.0,202.204.159.255
347,北京市,(首都医科大学),教育网,202.204.176.0,202.204.191.255
348,北京市,(首都师范大学),教育网,202.204.208.0,202.204.223.255
349,北京市,(清华网络技术培训与服务中心),教育网,202.205.0.0,202.205.15.255
350,北京市,(中国农业大学东校区),教育网,202.205.80.0,202.205.95.255
351,北京市,(北京交通大学),教育网,202.205.96.0,202.205.103.255
352,北京市,(北京印刷学院),教育网,202.205.104.0,202.205.107.255
353,北京市,(北京电影学院),教育网,202.205.112.0,202.205.127.255
354,北京市,(国家教委电化教育办公室),教育网,202.205.160.0,202.205.175.255
355,北京市,(国家教委教育管理信息中心),教育网,202.205.176.0,202.205.191.255
356,北京市,(中央财经大学),教育网,202.205.208.0,202.205.223.255
357,北京市,(电子科技学院),教育网,202.205.232.0,202.205.232.255
358,北京市,(北京北方商业学院),教育网,202.205.240.0,202.205.243.255
359,北京市,(林业部科技情报中心),教育网,202.205.244.0,202.205.247.255
360,北京市,(中国教育图书进出口公司),教育网,202.205.250.0,202.205.251.255
361,北京市,(中国二十一世纪议程管理中心),教育网,202.205.252.0,202.205.255.255
362,北京市,北京市,铁通,203.90.0.0,203.90.3.255
363,北京市,北京市,联通,203.93.9.0,203.93.9.255
364,北京市,北京市,,203.93.13.0,203.93.14.255
365,北京市,北京市,联通,203.93.31.0,203.93.32.255
366,北京市,北京市,,203.93.27.0,203.93.29.255
367,北京市,(国家水利部),金桥网,203.93.38.0,203.93.38.255
368,北京市,北京市,,203.93.50.0,203.93.51.255
369,北京市,北京市,,203.93.46.0,203.93.47.255
370,山东省,青岛市,金桥网,203.93.60.0,203.93.63.255
371,北京市,北京市,联通,203.93.115.128,203.93.115.255
372,北京市,(国家旅游局),金桥网,203.93.109.0,203.93.109.255
373,浙江省,嘉兴市,铁通,122.85.192.0,122.85.223.255
374,广东省,佛山市,视讯宽带,203.93.102.0,203.93.102.255
375,福建省,厦门市,金桥网,203.93.87.128,203.93.87.255
376,天津市,(天津泰达房地产公司),金桥网,203.93.85.0,203.93.85.255
377,北京市,北京市,,203.93.163.0,203.93.165.255
378,北京市,(国家地震局),金桥网,203.93.190.0,203.93.190.255
379,山东省,青岛市,联通(原吉通),203.93.187.0,203.93.187.63
380,北京市,北京市,联通,203.93.202.0,203.93.202.255
381,北京市,北京市,,202.95.0.0,202.95.31.255
382,上海市,上海市,,203.196.0.0,203.196.7.255
383,北京市,北京市,鹏博士,203.207.92.0,203.207.95.255
384,北京市,北京市,鹏博士,203.207.245.0,203.207.245.161
385,北京市,北京市,鹏博士,203.207.118.0,203.207.120.255
386,北京市,(创联公司),中经网,203.207.195.0,203.207.195.255
387,四川省,南充市,联通,119.7.0.0,119.7.15.255
388,北京市,北京市,,210.12.0.0,210.12.2.255
389,北京市,北京市,联通,210.12.114.0,210.12.114.255
390,北京市,北京市,,210.12.6.0,210.12.7.255
391,北京市,北京市,联通,210.12.36.0,210.12.36.255
392,北京市,北京市,联通,210.12.38.0,210.12.38.255
393,北京市,北京市,联通,210.12.40.0,210.12.40.255
394,北京市,北京市,联通,210.12.42.0,210.12.42.255
395,北京市,北京市,联通,210.12.45.0,210.12.45.255
396,北京市,北京市,联通,210.12.53.0,210.12.53.255
397,北京市,北京市,,210.12.64.0,210.12.66.255
398,北京市,北京市,联通,210.12.138.0,210.12.139.255
399,北京市,北京市,联通,210.12.154.0,210.12.155.255
400,北京市,北京市,联通,210.12.189.0,210.12.191.255
401,北京市,北京市,联通,210.12.224.0,210.12.224.255
402,山东省,威海市,联通(原吉通),210.12.246.0,210.12.246.255
403,浙江省,杭州市,联通,220.206.235.0,220.206.238.255
404,山东省,济南市,联通,222.135.185.0,222.135.185.255
405,北京市,(中国国际电子商务中心),教育网,210.25.0.0,210.25.3.255
406,北京市,(对外贸易经济合作部),教育网,210.25.16.0,210.25.19.255
407,北京市,北京市,教育网,210.25.20.0,210.25.95.255
408,北京市,北京市,教育网,210.25.4.0,210.25.15.255
409,北京市,北京市,教育网,210.31.0.0,210.31.15.255
410,北京市,(海淀区广播局网络中心),教育网,210.31.16.0,210.31.31.255
411,北京市,(石油化工学院),教育网,210.31.32.0,210.31.47.255
412,北京市,(中国人民公安大学),教育网,210.31.48.0,210.31.63.255
413,北京市,(北京师范大学),教育网,210.31.64.0,210.31.79.255
414,北京市,(联合大学),教育网,210.31.80.0,210.31.95.255
415,陕西省,西安市,联通,221.11.0.0,221.11.127.255
416,广东省,广州市(华南理工大学广州汽车学院),教育网,116.57.0.0,116.57.15.255
